ticket_system,title,overall_text,pros_text,cons_text,overall_rating,ease_of_use,customer_service,features,value_for_money,likelihood_to_recommend,Ticket Creation and Assignment,Automated Ticket Routing,Status Tracking and Updates,Priority and SLA Management,Customer and Agent Portals,Knowledge Base Integration,Email Notifications and Alerts,Reporting and Analytics,Customizable Workflows,"Multi-Channel Support (Email, Chat, Phone)"
Zoho Desk,We use several Zoho platforms in our organization. We find it easy to use and helpful.,Well. It is straight forward and easy to use. We like the integrations with internal and external software.,We love the ease of use. Other software requires weeks of setup and a dedicated support rep to integrate. It was too much for our company. We needed something that fit our needs and could be setup and maintained by our internal team. We also like the platform integration amongst the different Zoho platforms and also external software.,There are of course other softwares that are more straight forward. Asana comes to mind for project management. It takes no time to create new projects and tasks. Not to say that Zoho Projects isn't straight forward and quick to use. It just isn't as quick or easy as Asana.,5,4,5,5,5,8,-1,0,0,0,0,1,0,0,1,0
Zoho Desk,Zoho Desk is an incredible application to provide technical support to our users and keep them happy,"I can organize and meet the support requests of our users, this allows us to differentiate ourselves from the competition and helps us to retain customers.","they have a fully functional evaluation version that can be used for free, which allows you to explore all the options and features. It can be integrated with other Zoho applications such as CRM and Assist, allowing us to have high productivity in technical support tasks",Some features are not so easy to configure and the graphical interface is not very attractive.It is not easy to find the FAQ section.,5,4,5,5,5,10,1,0,-1,0,0,1,0,0,1,0
Zoho Desk,Zoho makes managing emails for my dot com a breeze,"Pros:Zoho makes it very easy to manage and utilize the emails for my dot com. I can track, respond, to and create email messages from my branded emails with very little effort, and setting it up was very smooth",Cons:The only thing I wish is that it integrated easier with my regular email service so that I didn't have to check another stream.,Switched From:Google Workspace,5,5,5,5,5,10,1,0,0,0,-1,0,1,0,0,1
Zoho Desk,A reasonable choice for ticket management,"I have en evaluating Zoho Desk - I'm a longtime user of Teamwork Desk, so my experience is weighed against that platform. I have been pleasantly surprised by a few things in Zoho Desk up to now - customer assignment from forwarded email tickets works very well. I like the ability to make light agents which essentially is a free user account for staff that might need to be consulted on an issue. Lowers the overall number or user licenses. I'd love to be able to integrate CRM data, but we don't use ZOHO CRM, so that will take custom coding. I wish there was integration with Zoho Projects, which seems to make sense. I don't use this product to support software development, or physical product support. Zoho Desk is fully featured to support those things, and that makes setup a little complex - there's a pretty high configuration learning curve and the documentation is not terribly clear in all instances. Phone/email/chat support however, has been EXCELLENT. I realize not all have had the same experience, YMMV, as they say. One more positive comment - the ability to quickly visualize particular agents queues, move things around using the various views, and the threaded way of displaying the ticket activity chain is quite nice. So far, I think the transition to Zoho will be a positive thing. It's definitely work a look.",Reporting is strong - ability to consolidate all channels is also very helpful.,Setup learning curve is steep - especially if you have not set up a ticketing system before.,4,3,5,4,3,7,1,0,0,0,0,0,0,1,-1,1
Zoho Desk,Review for zoho desk,Pros:It has transformed the working of our company as it helps in easy reminding of email replies.It has integrations with other zoho apps.It increases the level of customer service you can provide.It has better functionalities.,Cons:It sometimes has bugs and becomes difficult to integrate.In edit ticket option it becomes sometimes difficult to search contacts.It can be more user friendly and things will become more easy to navigate,,4,5,,4,,8,1,0,-1,0,1,1,0,0,0,0
Zoho Desk,It is very easy to use and helped our organisation in building a better customer support.,Pros:It is veh easy to integrate zoho desk to zoho crm which helped in integrating all customer record into one system. This makes the workflow much easier and smooth.Employees can even access the record of customer interaction. There's also option of search in ticket and user can search for specific ascpect in the ticket likethe category of query and action.,Cons:I found the product to be less customizable and sometimes product hangs due to which either ticket is not saved and get lost or multiple tickets get generated.,,4,4,3,4,4,7,1,0,0,0,-1,1,0,0,1,0
Zoho Desk,Great overall product with a lot of add-ons,Has helped our team know what tasks are open and allows us to organize everything and get out of the black hole of email.,"The add-ons, which allows us to sync data so that all systems are working together.Streamlines the team!","Just the amount of products they offer and learning what is needed for our business needs.Once it's all set up and we are running, the applications work great.",5,5,5,5,5,10,1,0,0,0,1,0,0,1,-1,0
Zoho Desk,Zoho (SLA tracker),Zoho Desk has been always my tool to analyze my support tickets statsand it help me play around with the data that is generated from different reports.Its is very useful in assigning tickets based task to team members also helps in monitoring client support tickets logged on it and retrieving all history /steps of action performed on the ticket. It helped me to maintain different SLAs of the client and in case of breaching the SLA it raises a flag and escalation to line manager which is a very good feature and practical.,Reports and Dashboard since this is something which is beneficial in analyzing and decision making based on tickets data.,Filling data of the tickets since it was to be filled manually. Automation can help to cope up on this,4,4,3,4,4,8,1,-1,1,0,0,0,0,1,0,0
Zoho Desk,Gorgeous CRM and helpdesk,"As per me, Zoho Desk is the best helpdesk and CRM software.",I like Zoho Desk as it has lot of features in terms of CRM and helpdesk which is very informative and helpful.,There is nothing that I have to offer in terms of negativity for this absolutely goregous software.,5,5,4,5,5,10,1,0,0,0,1,1,0,1,0,0
Zoho Desk,A Robust Help Desk Solution,"Zoho Desk can be used by companies of all sizes to provide a comprehensive and efficient help desk solution. It can be used to create tickets and manage customer requests, store and share knowledge, set up automated workflows, generate reports, and more.","> Zoho Desk is an easy-to-use and comprehensive help desk solution.> It offers a comprehensive range of features, such as ticketing, knowledge base, customer portal, automation, reporting, and more.> It is highly customizable, allowing you to tailor the solution to your specific needs.> It integrates seamlessly with other Zoho products and third-party applications.",> The user interface can be a bit confusing for first-time users.,5,4,5,5,3,9,1,0,0,0,1,1,-1,1,1,0
